SAMPLE_ID1,SAMPLE_ID2,SAMPLE_ID3,LAB_L,LAB_A,LAB_B,nm380,nm390,nm400,nm410,nm420,nm430,nm440,nm450,nm460,nm470,nm480,nm490,nm500,nm510,nm520,nm530,nm540,nm550,nm560,nm570,nm580,nm590,nm600,nm610,nm620,nm630,nm640,nm650,nm660,nm670,nm680,nm690,nm700,nm710,nm720,nm730
"""TR651_T35_P3_dmax-1 M1""","""""","""""",58.42,9.37,17.41,1.575802E-1,1.605033E-1,1.596904E-1,1.601088E-1,1.604744E-1,1.612667E-1,1.627266E-1,1.661154E-1,1.697879E-1,1.743211E-1,1.797968E-1,1.866940E-1,1.947879E-1,2.030431E-1,2.129897E-1,2.242229E-1,2.362089E-1,2.487461E-1,2.616691E-1,2.768533E-1,2.912185E-1,3.068817E-1,3.229149E-1,3.398581E-1,3.562580E-1,3.724415E-1,3.898936E-1,4.079950E-1,4.254706E-1,4.413951E-1,4.575298E-1,4.731275E-1,4.887748E-1,5.041910E-1,5.179136E-1,5.296093E-1
"""TR651_T35_P3_dmax-1 M2""","""""","""""",58.41,9.36,17.49,0.000000E+0,0.000000E+0,1.596904E-1,1.590615E-1,1.598635E-1,1.609690E-1,1.624424E-1,1.659215E-1,1.695577E-1,1.741236E-1,1.795743E-1,1.864477E-1,1.945214E-1,2.028430E-1,2.128491E-1,2.240363E-1,2.360344E-1,2.486943E-1,2.616691E-1,2.768533E-1,2.912185E-1,3.068817E-1,3.229149E-1,3.398581E-1,3.562580E-1,3.724415E-1,3.898936E-1,4.079950E-1,4.254706E-1,4.413951E-1,4.575298E-1,4.731275E-1,4.887748E-1,5.041910E-1,5.179136E-1,5.296093E-1
"""TR651_T35_P3_dmax-2 M0""","""""","""""",55.19,9.93,15.30,1.506329E-1,1.531502E-1,1.522237E-1,1.500898E-1,1.492133E-1,1.493880E-1,1.497608E-1,1.515407E-1,1.541472E-1,1.571677E-1,1.610919E-1,1.660076E-1,1.721301E-1,1.781423E-1,1.858114E-1,1.951165E-1,2.051448E-1,2.157235E-1,2.271402E-1,2.405579E-1,2.537555E-1,2.681600E-1,2.833816E-1,2.994341E-1,3.155856E-1,3.316790E-1,3.489357E-1,3.666638E-1,3.842737E-1,4.005432E-1,4.170771E-1,4.331540E-1,4.493949E-1,4.652179E-1,4.793544E-1,4.917389E-1
"""TR651_T35_P3_dmax-2 M1""","""""","""""",55.19,9.92,15.30,1.506329E-1,1.531502E-1,1.522237E-1,1.497278E-1,1.490064E-1,1.494330E-1,1.497781E-1,1.515458E-1,1.541909E-1,1.572154E-1,1.611592E-1,1.660448E-1,1.721657E-1,1.782036E-1,1.858707E-1,1.951615E-1,2.051964E-1,2.157752E-1,2.271402E-1,2.405579E-1,2.537555E-1,2.681600E-1,2.833816E-1,2.994341E-1,3.155856E-1,3.316790E-1,3.489357E-1,3.666638E-1,3.842737E-1,4.005432E-1,4.170771E-1,4.331540E-1,4.493949E-1,4.652179E-1,4.793544E-1,4.917389E-1
"""TR651_T35_P3_dmax-2 M2""","""""","""""",55.19,9.92,15.34,0.000000E+0,0.000000E+0,1.522237E-1,1.513323E-1,1.496735E-1,1.493085E-1,1.497047E-1,1.515185E-1,1.540113E-1,1.570677E-1,1.609658E-1,1.659522E-1,1.720819E-1,1.780777E-1,1.857682E-1,1.950828E-1,2.051042E-1,2.156740E-1,2.271402E-1,2.405579E-1,2.537555E-1,2.681600E-1,2.833816E-1,2.994341E-1,3.155856E-1,3.316790E-1,3.489357E-1,3.666638E-1,3.842737E-1,4.005432E-1,4.170771E-1,4.331540E-1,4.493949E-1,4.652179E-1,4.793544E-1,4.917389E-1
"""TR651_T35_P3_dmin-0 M0""","""""","""""",90.71,-0.24,11.08,4.652407E-1,5.030497E-1,5.306116E-1,5.533264E-1,5.744513E-1,5.977872E-1,6.185719E-1,6.381248E-1,6.574379E-1,6.747164E-1,6.915828E-1,7.075988E-1,7.216055E-1,7.330534E-1,7.448452E-1,7.568032E-1,7.693811E-1,7.794878E-1,7.869725E-1,7.971478E-1,8.030320E-1,8.093842E-1,8.159853E-1,8.231077E-1,8.294961E-1,8.339117E-1,8.392126E-1,8.448591E-1,8.502544E-1,8.537444E-1,8.555134E-1,8.588356E-1,8.640894E-1,8.681158E-1,8.715306E-1,8.766369E-1
"""TR651_T35_P3_dmin-0 M1""","""""","""""",90.72,-0.27,11.06,4.652407E-1,5.030497E-1,5.306116E-1,5.535640E-1,5.749274E-1,5.984917E-1,6.190035E-1,6.384414E-1,6.578540E-1,6.753404E-1,6.922464E-1,7.083960E-1,7.223677E-1,7.338145E-1,7.456236E-1,7.576034E-1,7.702168E-1,7.798280E-1,7.869725E-1,7.971478E-1,8.030320E-1,8.093842E-1,8.159853E-1,8.231077E-1,8.294961E-1,8.339117E-1,8.392126E-1,8.448591E-1,8.502544E-1,8.537444E-1,8.555134E-1,8.588356E-1,8.640894E-1,8.681158E-1,8.715306E-1,8.766369E-1
"""TR651_T35_P3_dmin-0 M2""","""""","""""",90.69,-0.26,11.22,0.000000E+0,0.000000E+0,5.306116E-1,5.525111E-1,5.733927E-1,5.965434E-1,6.171771E-1,6.367475E-1,6.561425E-1,6.734101E-1,6.903380E-1,7.064123E-1,7.205752E-1,7.322502E-1,7.442791E-1,7.562026E-1,7.687232E-1,7.791619E-1,7.869725E-1,7.971478E-1,8.030320E-1,8.093842E-1,8.159853E-1,8.231077E-1,8.294961E-1,8.339117E-1,8.392126E-1,8.448591E-1,8.502544E-1,8.537444E-1,8.555134E-1,8.588356E-1,8.640894E-1,8.681158E-1,8.715306E-1,8.766369E-1
"""TR651_T35_P3_dmin-1 M0""","""""","""""",90.53,-0.21,11.31,4.606482E-1,4.969049E-1,5.243089E-1,5.472400E-1,5.681186E-1,5.916257E-1,6.122295E-1,6.319972E-1,6.516482E-1,6.690756E-1,6.861207E-1,7.022514E-1,7.164978E-1,7.283347E-1,7.402891E-1,7.524387E-1,7.653884E-1,7.757905E-1,7.834770E-1,7.938966E-1,7.998057E-1,8.062357E-1,8.130534E-1,8.203625E-1,8.268071E-1,8.312763E-1,8.366839E-1,8.426429E-1,8.479162E-1,8.512533E-1,8.536495E-1,8.570267E-1,8.623208E-1,8.664004E-1,8.700205E-1,8.747570E-1
"""TR651_T35_P3_dmin-1 M1""","""""","""""",90.55,-0.25,11.29,4.606482E-1,4.969049E-1,5.243089E-1,5.472109E-1,5.685564E-1,5.923029E-1,6.126394E-1,6.323181E-1,6.521049E-1,6.696768E-1,6.867619E-1,7.030356E-1,7.172275E-1,7.290464E-1,7.410576E-1,7.532983E-1,7.662781E-1,7.761375E-1,7.834770E-1,7.938966E-1,7.998057E-1,8.062357E-1,8.130534E-1,8.203625E-1,8.268071E-1,8.312763E-1,8.366839E-1,8.426429E-1,8.479162E-1,8.512533E-1,8.536495E-1,8.570267E-1,8.623208E-1,8.664004E-1,8.700205E-1,8.747570E-1
"""TR651_T35_P3_dmin-1 M2""","""""","""""",90.52,-0.23,11.44,0.000000E+0,0.000000E+0,5.243089E-1,5.473397E-1,5.671453E-1,5.904298E-1,6.109048E-1,6.306021E-1,6.502264E-1,6.678172E-1,6.849178E-1,7.010843E-1,7.155114E-1,7.275835E-1,7.397302E-1,7.517936E-1,7.646880E-1,7.754579E-1,7.834770E-1,7.938966E-1,7.998057E-1,8.062357E-1,8.130534E-1,8.203625E-1,8.268071E-1,8.312763E-1,8.366839E-1,8.426429E-1,8.479162E-1,8.512533E-1,8.536495E-1,8.570267E-1,8.623208E-1,8.664004E-1,8.700205E-1,8.747570E-1
"""TR651_T35_P3_dmin-2 M0""","""""","""""",90.36,-0.22,11.34,4.542873E-1,4.914066E-1,5.205109E-1,5.424824E-1,5.643556E-1,5.878708E-1,6.082540E-1,6.282758E-1,6.478714E-1,6.654542E-1,6.823376E-1,6.986840E-1,7.129081E-1,7.246863E-1,7.366728E-1,7.486828E-1,7.616968E-1,7.718519E-1,7.795340E-1,7.900549E-1,7.958390E-1,8.023077E-1,8.091817E-1,8.165102E-1,8.230134E-1,8.275862E-1,8.329375E-1,8.387671E-1,8.441683E-1,8.476003E-1,8.498749E-1,8.534096E-1,8.588033E-1,8.626749E-1,8.662818E-1,8.716334E-1
"""TR651_T35_P3_dmin-2 M1""","""""","""""",90.37,-0.26,11.33,4.542873E-1,4.914066E-1,5.205109E-1,5.426794E-1,5.647994E-1,5.885515E-1,6.086614E-1,6.285770E-1,6.483256E-1,6.660461E-1,6.829656E-1,6.994237E-1,7.136798E-1,7.254704E-1,7.374327E-1,7.495070E-1,7.625437E-1,7.721657E-1,7.795340E-1,7.900549E-1,7.958390E-1,8.023077E-1,8.091817E-1,8.165102E-1,8.230134E-1,8.275862E-1,8.329375E-1,8.387671E-1,8.441683E-1,8.476003E-1,8.498749E-1,8.534096E-1,8.588033E-1,8.626749E-1,8.662818E-1,8.716334E-1
"""TR651_T35_P3_dmin-2 M2""","""""","""""",90.34,-0.24,11.48,0.000000E+0,0.000000E+0,5.205109E-1,5.418065E-1,5.633690E-1,5.866689E-1,6.069372E-1,6.269661E-1,6.464576E-1,6.642150E-1,6.811596E-1,6.975831E-1,7.118648E-1,7.238588E-1,7.361201E-1,7.480642E-1,7.610300E-1,7.715513E-1,7.795340E-1,7.900549E-1,7.958390E-1,8.023077E-1,8.091817E-1,8.165102E-1,8.230134E-1,8.275862E-1,8.329375E-1,8.387671E-1,8.441683E-1,8.476003E-1,8.498749E-1,8.534096E-1,8.588033E-1,8.626749E-1,8.662818E-1,8.716334E-1
"""TR651_T35_P4_dmax-0 M0""","""""","""""",36.54,7.40,9.34,7.410936E-2,7.403228E-2,7.092801E-2,6.884384E-2,6.674811E-2,6.592363E-2,6.543755E-2,6.547590E-2,6.625950E-2,6.728812E-2,6.865918E-2,7.035939E-2,7.235686E-2,7.412068E-2,7.643832E-2,7.945397E-2,8.290585E-2,8.643091E-2,9.040026E-2,9.524307E-2,9.997197E-2,1.054590E-1,1.115274E-1,1.181975E-1,1.251688E-1,1.325329E-1,1.405947E-1,1.493452E-1,1.584849E-1,1.673519E-1,1.765308E-1,1.861587E-1,1.960586E-1,2.062492E-1,2.158262E-1,2.250904E-1
"""TR651_T35_P4_dmax-0 M1""","""""","""""",36.54,7.40,9.33,7.410936E-2,7.403228E-2,7.092801E-2,6.891407E-2,6.677557E-2,6.591745E-2,6.544019E-2,6.546917E-2,6.626172E-2,6.731842E-2,6.868253E-2,7.036304E-2,7.238318E-2,7.409589E-2,7.641642E-2,7.942940E-2,8.287422E-2,8.643425E-2,9.040026E-2,9.524307E-2,9.997197E-2,1.054590E-1,1.115274E-1,1.181975E-1,1.251688E-1,1.325329E-1,1.405947E-1,1.493452E-1,1.584849E-1,1.673519E-1,1.765308E-1,1.861587E-1,1.960586E-1,2.062492E-1,2.158262E-1,2.250904E-1
"""TR651_T35_P4_dmax-0 M2""","""""","""""",36.54,7.38,9.38,0.000000E+0,0.000000E+0,7.092801E-2,6.860281E-2,6.668708E-2,6.593455E-2,6.542905E-2,6.550514E-2,6.625259E-2,6.722467E-2,6.861537E-2,7.035397E-2,7.232127E-2,7.414685E-2,7.645424E-2,7.947242E-2,8.293076E-2,8.642773E-2,9.040026E-2,9.524307E-2,9.997197E-2,1.054590E-1,1.115274E-1,1.181975E-1,1.251688E-1,1.325329E-1,1.405947E-1,1.493452E-1,1.584849E-1,1.673519E-1,1.765308E-1,1.861587E-1,1.960586E-1,2.062492E-1,2.158262E-1,2.250904E-1
"""TR651_T35_P4_dmax-1 M0""","""""","""""",37.93,8.02,10.17,8.087011E-2,7.864880E-2,7.574201E-2,7.281115E-2,7.051862E-2,6.973416E-2,6.926575E-2,6.932329E-2,7.008375E-2,7.114968E-2,7.283251E-2,7.461886E-2,7.679904E-2,7.913072E-2,8.158989E-2,8.507237E-2,8.906637E-2,9.318171E-2,9.760745E-2,1.030700E-1,1.085725E-1,1.148245E-1,1.217218E-1,1.294030E-1,1.374621E-1,1.458147E-1,1.550093E-1,1.648881E-1,1.750532E-1,1.847001E-1,1.950701E-1,2.056320E-1,2.166051E-1,2.274483E-1,2.381697E-1,2.484371E-1
"""TR651_T35_P4_dmax-1 M1""","""""","""""",37.93,8.01,10.16,8.087011E-2,7.864880E-2,7.574201E-2,7.290713E-2,7.062729E-2,6.978931E-2,6.930532E-2,6.932469E-2,7.007729E-2,7.115230E-2,7.284395E-2,7.465776E-2,7.683481E-2,7.912675E-2,8.157070E-2,8.509976E-2,8.910690E-2,9.319660E-2,9.760745E-2,1.030700E-1,1.085725E-1,1.148245E-1,1.217218E-1,1.294030E-1,1.374621E-1,1.458147E-1,1.550093E-1,1.648881E-1,1.750532E-1,1.847001E-1,1.950701E-1,2.056320E-1,2.166051E-1,2.274483E-1,2.381697E-1,2.484371E-1
"""TR651_T35_P4_dmax-1 M2""","""""","""""",37.92,8.00,10.22,0.000000E+0,0.000000E+0,7.574201E-2,7.248175E-2,7.027700E-2,6.963677E-2,6.913789E-2,6.931724E-2,7.010385E-2,7.114419E-2,7.281106E-2,7.456098E-2,7.675068E-2,7.913491E-2,8.160383E-2,8.505181E-2,8.903446E-2,9.316744E-2,9.760745E-2,1.030700E-1,1.085725E-1,1.148245E-1,1.217218E-1,1.294030E-1,1.374621E-1,1.458147E-1,1.550093E-1,1.648881E-1,1.750532E-1,1.847001E-1,1.950701E-1,2.056320E-1,2.166051E-1,2.274483E-1,2.381697E-1,2.484371E-1
"""TR651_T35_P4_dmax-2 M0""","""""","""""",35.48,7.22,9.23,6.857242E-2,6.877267E-2,6.645855E-2,6.354954E-2,6.212815E-2,6.180340E-2,6.161689E-2,6.151921E-2,6.203226E-2,6.303143E-2,6.452370E-2,6.614205E-2,6.782088E-2,6.970713E-2,7.194708E-2,7.469177E-2,7.812505E-2,8.148523E-2,8.512408E-2,8.955130E-2,9.413861E-2,9.921564E-2,1.047552E-1,1.111301E-1,1.178864E-1,1.248490E-1,1.323802E-1,1.405711E-1,1.491939E-1,1.575301E-1,1.662803E-1,1.754825E-1,1.849135E-1,1.945432E-1,2.040936E-1,2.139469E-1
"""TR651_T35_P4_dmax-2 M1""","""""","""""",35.48,7.23,9.23,6.857242E-2,6.877267E-2,6.645855E-2,6.375948E-2,6.224632E-2,6.176348E-2,6.163081E-2,6.152263E-2,6.202854E-2,6.301139E-2,6.453031E-2,6.615771E-2,6.779540E-2,6.966989E-2,7.195116E-2,7.466274E-2,7.809937E-2,8.148587E-2,8.512408E-2,8.955130E-2,9.413861E-2,9.921564E-2,1.047552E-1,1.111301E-1,1.178864E-1,1.248490E-1,1.323802E-1,1.405711E-1,1.491939E-1,1.575301E-1,1.662803E-1,1.754825E-1,1.849135E-1,1.945432E-1,2.040936E-1,2.139469E-1
"""TR651_T35_P4_dmax-2 M2""","""""","""""",35.48,7.20,9.28,0.000000E+0,0.000000E+0,6.645855E-2,6.282906E-2,6.186543E-2,6.187388E-2,6.157190E-2,6.150429E-2,6.204385E-2,6.307339E-2,6.451130E-2,6.611875E-2,6.785534E-2,6.974643E-2,7.194412E-2,7.471354E-2,7.814527E-2,8.148462E-2,8.512408E-2,8.955130E-2,9.413861E-2,9.921564E-2,1.047552E-1,1.111301E-1,1.178864E-1,1.248490E-1,1.323802E-1,1.405711E-1,1.491939E-1,1.575301E-1,1.662803E-1,1.754825E-1,1.849135E-1,1.945432E-1,2.040936E-1,2.139469E-1
"""TR651_T35_P4_dmin-0 M0""","""""","""""",88.12,-0.30,12.34,4.176553E-1,4.487900E-1,4.725136E-1,4.933626E-1,5.145574E-1,5.353642E-1,5.546387E-1,5.752369E-1,5.949742E-1,6.130353E-1,6.300018E-1,6.471986E-1,6.628769E-1,6.757773E-1,6.888962E-1,7.017546E-1,7.141265E-1,7.244992E-1,7.324002E-1,7.428343E-1,7.490011E-1,7.557897E-1,7.623726E-1,7.696701E-1,7.758062E-1,7.804508E-1,7.865079E-1,7.930494E-1,7.991300E-1,8.031687E-1,8.066521E-1,8.107621E-1,8.160397E-1,8.210193E-1,8.248286E-1,8.284336E-1
"""TR651_T35_P4_dmin-0 M1""","""""","""""",88.13,-0.33,12.33,4.176553E-1,4.487900E-1,4.725136E-1,4.926547E-1,5.143216E-1,5.357147E-1,5.549133E-1,5.754334E-1,5.952575E-1,6.134864E-1,6.304617E-1,6.477135E-1,6.633892E-1,6.763164E-1,6.894016E-1,7.023115E-1,7.146938E-1,7.247232E-1,7.324002E-1,7.428343E-1,7.490011E-1,7.557897E-1,7.623726E-1,7.696701E-1,7.758062E-1,7.804508E-1,7.865079E-1,7.930494E-1,7.991300E-1,8.031687E-1,8.066521E-1,8.107621E-1,8.160397E-1,8.210193E-1,8.248286E-1,8.284336E-1
"""TR651_T35_P4_dmin-0 M2""","""""","""""",88.11,-0.31,12.44,0.000000E+0,0.000000E+0,4.725136E-1,4.957919E-1,5.150819E-1,5.347453E-1,5.537513E-1,5.743825E-1,5.940924E-1,6.120910E-1,6.291391E-1,6.464323E-1,6.621842E-1,6.752083E-1,6.885286E-1,7.013366E-1,7.136798E-1,7.242846E-1,7.324002E-1,7.428343E-1,7.490011E-1,7.557897E-1,7.623726E-1,7.696701E-1,7.758062E-1,7.804508E-1,7.865079E-1,7.930494E-1,7.991300E-1,8.031687E-1,8.066521E-1,8.107621E-1,8.160397E-1,8.210193E-1,8.248286E-1,8.284336E-1
"""TR651_T35_P4_dmin-1 M0""","""""","""""",88.25,-0.35,12.31,4.199896E-1,4.491758E-1,4.741885E-1,4.956653E-1,5.161481E-1,5.375025E-1,5.574816E-1,5.776960E-1,5.975996E-1,6.158256E-1,6.327237E-1,6.499535E-1,6.657684E-1,6.786596E-1,6.916764E-1,7.045269E-1,7.169291E-1,7.271238E-1,7.350890E-1,7.455432E-1,7.515060E-1,7.580949E-1,7.645849E-1,7.716580E-1,7.778543E-1,7.822074E-1,7.881635E-1,7.946644E-1,8.006392E-1,8.045780E-1,8.080468E-1,8.120990E-1,8.173472E-1,8.219467E-1,8.257775E-1,8.289791E-1
"""TR651_T35_P4_dmin-1 M1""","""""","""""",88.26,-0.38,12.30,4.199896E-1,4.491758E-1,4.741885E-1,4.951614E-1,5.160753E-1,5.378664E-1,5.577624E-1,5.779254E-1,5.979068E-1,6.162313E-1,6.331460E-1,6.504539E-1,6.662687E-1,6.791895E-1,6.921600E-1,7.050878E-1,7.174969E-1,7.273438E-1,7.350890E-1,7.455432E-1,7.515060E-1,7.580949E-1,7.645849E-1,7.716580E-1,7.778543E-1,7.822074E-1,7.881635E-1,7.946644E-1,8.006392E-1,8.045780E-1,8.080468E-1,8.120990E-1,8.173472E-1,8.219467E-1,8.257775E-1,8.289791E-1
"""TR651_T35_P4_dmin-1 M2""","""""","""""",88.24,-0.36,12.42,0.000000E+0,0.000000E+0,4.741885E-1,4.973946E-1,5.163100E-1,5.368600E-1,5.565745E-1,5.766982E-1,5.966436E-1,6.149763E-1,6.319315E-1,6.492087E-1,6.650921E-1,6.781002E-1,6.913248E-1,7.041060E-1,7.164822E-1,7.269130E-1,7.350890E-1,7.455432E-1,7.515060E-1,7.580949E-1,7.645849E-1,7.716580E-1,7.778543E-1,7.822074E-1,7.881635E-1,7.946644E-1,8.006392E-1,8.045780E-1,8.080468E-1,8.120990E-1,8.173472E-1,8.219467E-1,8.257775E-1,8.289791E-1
"""TR651_T35_P4_dmin-2 M0""","""""","""""",88.15,-0.33,12.36,4.175369E-1,4.484350E-1,4.726315E-1,4.932419E-1,5.137156E-1,5.357317E-1,5.551560E-1,5.754415E-1,5.951374E-1,6.131158E-1,6.305183E-1,6.475652E-1,6.633640E-1,6.762922E-1,6.895281E-1,7.023798E-1,7.150034E-1,7.250919E-1,7.330227E-1,7.433051E-1,7.493817E-1,7.559641E-1,7.626616E-1,7.699355E-1,7.761440E-1,7.804909E-1,7.865477E-1,7.929498E-1,7.989328E-1,8.031404E-1,8.064507E-1,8.104960E-1,8.159879E-1,8.208178E-1,8.242967E-1,8.277462E-1
"""TR651_T35_P4_dmin-2 M1""","""""","""""",88.16,-0.36,12.35,4.175369E-1,4.484350E-1,4.726315E-1,4.927560E-1,5.136879E-1,5.361592E-1,5.554633E-1,5.756614E-1,5.954673E-1,6.135411E-1,6.309763E-1,6.480998E-1,6.638905E-1,6.768047E-1,6.900556E-1,7.029619E-1,7.156045E-1,7.253206E-1,7.330227E-1,7.433051E-1,7.493817E-1,7.559641E-1,7.626616E-1,7.699355E-1,7.761440E-1,7.804909E-1,7.865477E-1,7.929498E-1,7.989328E-1,8.031404E-1,8.064507E-1,8.104960E-1,8.159879E-1,8.208178E-1,8.242967E-1,8.277462E-1
"""TR651_T35_P4_dmin-2 M2""","""""","""""",88.14,-0.35,12.47,0.000000E+0,0.000000E+0,4.726315E-1,4.949096E-1,5.137771E-1,5.349768E-1,5.541632E-1,5.744853E-1,5.941103E-1,6.122256E-1,6.296591E-1,6.467695E-1,6.626521E-1,6.757511E-1,6.891445E-1,7.019429E-1,7.145303E-1,7.248728E-1,7.330227E-1,7.433051E-1,7.493817E-1,7.559641E-1,7.626616E-1,7.699355E-1,7.761440E-1,7.804909E-1,7.865477E-1,7.929498E-1,7.989328E-1,8.031404E-1,8.064507E-1,8.104960E-1,8.159879E-1,8.208178E-1,8.242967E-1,8.277462E-1
"""TR651_T35_P5_dmax-0 M0""","""""","""""",39.46,11.35,12.99,7.949337E-2,7.859523E-2,7.602784E-2,7.295351E-2,7.062562E-2,6.958210E-2,6.886474E-2,6.882440E-2,6.945115E-2,7.025270E-2,7.190399E-2,7.404404E-2,7.635286E-2,7.903039E-2,8.249951E-2,8.709023E-2,9.220957E-2,9.794981E-2,1.044615E-1,1.121114E-1,1.201690E-1,1.293806E-1,1.396155E-1,1.511599E-1,1.632550E-1,1.758108E-1,1.895480E-1,2.044231E-1,2.199205E-1,2.352602E-1,2.511784E-1,2.674662E-1,2.840801E-1,3.009858E-1,3.170817E-1,3.328555E-1
"""TR651_T35_P5_dmax-0 M1""","""""","""""",39.46,11.35,12.99,7.949337E-2,7.859523E-2,7.602784E-2,7.280720E-2,7.057068E-2,6.958424E-2,6.887794E-2,6.882613E-2,6.945395E-2,7.027798E-2,7.189839E-2,7.404371E-2,7.636176E-2,7.906546E-2,8.251046E-2,8.709449E-2,9.221304E-2,9.795783E-2,1.044615E-1,1.121114E-1,1.201690E-1,1.293806E-1,1.396155E-1,1.511599E-1,1.632550E-1,1.758108E-1,1.895480E-1,2.044231E-1,2.199205E-1,2.352602E-1,2.511784E-1,2.674662E-1,2.840801E-1,3.009858E-1,3.170817E-1,3.328555E-1
"""TR651_T35_P5_dmax-0 M2""","""""","""""",39.46,11.34,13.03,0.000000E+0,0.000000E+0,7.602784E-2,7.345565E-2,7.074776E-2,6.957833E-2,6.882209E-2,6.881686E-2,6.944243E-2,7.019980E-2,7.191448E-2,7.404453E-2,7.634082E-2,7.899337E-2,8.249155E-2,8.708703E-2,9.220684E-2,9.794213E-2,1.044615E-1,1.121114E-1,1.201690E-1,1.293806E-1,1.396155E-1,1.511599E-1,1.632550E-1,1.758108E-1,1.895480E-1,2.044231E-1,2.199205E-1,2.352602E-1,2.511784E-1,2.674662E-1,2.840801E-1,3.009858E-1,3.170817E-1,3.328555E-1
"""TR651_T35_P5_dmax-1 M0""","""""","""""",38.94,11.34,13.02,7.778785E-2,7.632954E-2,7.386681E-2,6.984885E-2,6.765395E-2,6.685343E-2,6.653790E-2,6.659667E-2,6.727844E-2,6.822992E-2,6.968114E-2,7.153393E-2,7.415529E-2,7.677602E-2,8.012407E-2,8.442124E-2,8.944921E-2,9.508833E-2,1.013115E-1,1.089522E-1,1.168294E-1,1.258579E-1,1.359609E-1,1.472856E-1,1.590964E-1,1.716026E-1,1.853655E-1,2.000791E-1,2.153399E-1,2.304441E-1,2.462172E-1,2.624039E-1,2.791564E-1,2.958976E-1,3.119701E-1,3.277072E-1
"""TR651_T35_P5_dmax-1 M1""","""""","""""",38.94,11.34,13.02,7.778785E-2,7.632954E-2,7.386681E-2,6.993966E-2,6.769302E-2,6.682498E-2,6.654527E-2,6.659997E-2,6.726195E-2,6.823047E-2,6.968748E-2,7.153852E-2,7.413947E-2,7.676186E-2,8.011717E-2,8.445661E-2,8.947165E-2,9.509941E-2,1.013115E-1,1.089522E-1,1.168294E-1,1.258579E-1,1.359609E-1,1.472856E-1,1.590964E-1,1.716026E-1,1.853655E-1,2.000791E-1,2.153399E-1,2.304441E-1,2.462172E-1,2.624039E-1,2.791564E-1,2.958976E-1,3.119701E-1,3.277072E-1
"""TR651_T35_P5_dmax-1 M2""","""""","""""",38.94,11.33,13.05,0.000000E+0,0.000000E+0,7.386681E-2,6.953721E-2,6.756707E-2,6.690366E-2,6.651409E-2,6.658234E-2,6.732979E-2,6.822878E-2,6.966925E-2,7.152711E-2,7.417668E-2,7.679096E-2,8.012909E-2,8.439469E-2,8.943155E-2,9.507771E-2,1.013115E-1,1.089522E-1,1.168294E-1,1.258579E-1,1.359609E-1,1.472856E-1,1.590964E-1,1.716026E-1,1.853655E-1,2.000791E-1,2.153399E-1,2.304441E-1,2.462172E-1,2.624039E-1,2.791564E-1,2.958976E-1,3.119701E-1,3.277072E-1
"""TR651_T35_P5_dmax-2 M0""","""""","""""",39.97,11.71,13.80,8.109136E-2,7.942358E-2,7.590096E-2,7.311141E-2,7.025666E-2,6.924682E-2,6.876468E-2,6.903244E-2,6.959019E-2,7.075561E-2,7.241237E-2,7.459097E-2,7.729547E-2,8.018017E-2,8.396677E-2,8.880033E-2,9.433457E-2,1.004399E-1,1.072278E-1,1.154718E-1,1.240279E-1,1.338620E-1,1.447171E-1,1.568184E-1,1.695935E-1,1.826066E-1,1.969227E-1,2.124723E-1,2.284425E-1,2.442572E-1,2.605205E-1,2.773777E-1,2.945936E-1,3.116616E-1,3.280771E-1,3.439250E-1
"""TR651_T35_P5_dmax-2 M1""","""""","""""",39.98,11.70,13.81,8.109136E-2,7.942358E-2,7.590096E-2,7.308485E-2,7.022564E-2,6.922191E-2,6.876679E-2,6.903628E-2,6.959114E-2,7.078040E-2,7.243887E-2,7.461436E-2,7.732055E-2,8.021629E-2,8.401410E-2,8.881230E-2,9.437110E-2,1.004364E-1,1.072278E-1,1.154718E-1,1.240279E-1,1.338620E-1,1.447171E-1,1.568184E-1,1.695935E-1,1.826066E-1,1.969227E-1,2.124723E-1,2.284425E-1,2.442572E-1,2.605205E-1,2.773777E-1,2.945936E-1,3.116616E-1,3.280771E-1,3.439250E-1
"""TR651_T35_P5_dmax-2 M2""","""""","""""",39.97,11.70,13.84,0.000000E+0,0.000000E+0,7.590096E-2,7.320260E-2,7.032562E-2,6.929079E-2,6.875787E-2,6.901572E-2,6.958722E-2,7.070372E-2,7.236266E-2,7.455616E-2,7.726157E-2,8.014204E-2,8.393236E-2,8.879136E-2,9.430582E-2,1.004433E-1,1.072278E-1,1.154718E-1,1.240279E-1,1.338620E-1,1.447171E-1,1.568184E-1,1.695935E-1,1.826066E-1,1.969227E-1,2.124723E-1,2.284425E-1,2.442572E-1,2.605205E-1,2.773777E-1,2.945936E-1,3.116616E-1,3.280771E-1,3.439250E-1
"""TR651_T35_P5_dmin-0 M0""","""""","""""",89.83,-0.26,11.22,4.482181E-1,4.853172E-1,5.121766E-1,5.341287E-1,5.555122E-1,5.792238E-1,5.998664E-1,6.197065E-1,6.389226E-1,6.564366E-1,6.734944E-1,6.895215E-1,7.035741E-1,7.148716E-1,7.258058E-1,7.374710E-1,7.503026E-1,7.605814E-1,7.682416E-1,7.781414E-1,7.833397E-1,7.890241E-1,7.957496E-1,8.036435E-1,8.103563E-1,8.148123E-1,8.201054E-1,8.260401E-1,8.321187E-1,8.370668E-1,8.411180E-1,8.465668E-1,8.533863E-1,8.584552E-1,8.629879E-1,8.690107E-1
